Ticker,Close,CCI_20,SMA_20,Yearly_Low,Monthly_Low,Weekly_Low,%_From_Y_Low,%_From_M_Low,%_From_W_Low,Near_Y_Low,Near_M_Low,Near_W_Low,CCI_History
SUZLON.NS,55.11,77.49,54.01,38.19,51.31,52.66,44.3,7.41,4.65,False,False,True,79.4|72.1|61.0|57.1|39.8|50.9|48.1|-3.5|-71.7|-71.8|-59.1|-39.3|-86.6|-80.6|-106.8|-64.7|-41.5|-14.8|22.7|77.5
MANAPPURAM.NS,329.5,133.83,311.96,227.87,289.74,318.05,44.6,13.72,3.6,False,False,True,98.5|89.5|122.2|111.3|125.6|134.7|129.0|86.5|32.3|75.9|89.4|72.2|30.1|85.8|134.1|148.6|150.6|169.0|153.2|133.8
EQUITASBNK.NS,72.37,82.75,69.29,50.0,65.75,66.0,44.74,10.07,9.65,False,False,False,76.1|70.1|161.3|162.7|192.5|169.1|141.2|74.8|26.4|16.1|1.8|2.2|-52.0|-22.9|-27.0|-10.5|-70.6|-45.9|16.2|82.7
TANLA.NS,523.95,-8.03,526.99,361.83,480.0,511.7,44.8,9.16,2.39,False,False,True,96.9|63.4|87.6|89.6|122.1|143.6|111.8|74.3|23.1|6.1|-26.7|-65.0|-102.1|-25.2|-35.5|-37.5|-52.0|-28.1|4.8|-8.0
MTNL.NS,30.86,35.3,30.17,21.26,28.14,28.75,45.16,9.67,7.34,False,False,False,26.5|24.0|22.3|19.2|21.0|50.0|64.7|-138.3|-238.1|-214.2|-150.9|-136.3|-156.9|-110.4|-110.0|-81.7|-45.8|-31.2|13.7|35.3
JAMNAAUTO.NS,123.19,46.15,120.33,84.71,109.22,111.8,45.43,12.79,10.19,False,False,False,-24.6|-33.5|16.8|3.1|4.0|196.5|243.4|44.7|-126.7|-146.4|-184.2|-191.4|-254.3|-185.4|-173.8|-108.9|-93.9|-43.3|20.7|46.1
ANURAS.NS,1356.3,15.48,1361.21,932.09,1281.7,1341.3,45.51,5.82,1.12,False,False,True,24.2|75.1|111.8|100.2|115.5|119.2|108.9|73.2|83.7|108.4|101.9|97.2|47.1|48.3|64.2|78.6|48.2|42.9|62.3|15.5
INDIANB.NS,835.95,-6.74,834.76,571.63,801.35,814.5,46.24,4.32,2.63,False,True,True,-181.9|-147.8|-165.9|-146.4|-92.9|-77.9|-74.9|-91.1|-109.2|-118.6|-88.5|-84.3|-109.3|-96.6|-99.3|-70.5|-55.6|2.9|-3.0|-6.7
MGEL.NS,13.95,54.67,13.53,9.53,12.42,12.82,46.38,12.32,8.81,False,False,False,55.8|41.4|60.5|43.9|45.0|65.4|66.5|27.5|-34.5|-94.3|-82.0|-87.6|-212.4|-235.2|-160.8|-104.3|-108.0|-89.1|1.4|54.7
TORNTPHARM.NS,4522.7,83.73,4389.46,3075.03,4146.1,4413.0,47.08,9.08,2.49,False,False,True,70.1|65.2|133.4|153.7|240.5|219.8|177.5|213.8|142.9|60.4|90.5|99.0|67.0|97.3|95.9|106.4|107.2|175.0|85.9|83.7
AIAENG.NS,4393.8,333.54,3955.98,2985.49,3700.0,3932.7,47.17,18.75,11.72,False,False,False,44.4|25.7|37.4|-2.5|-2.8|41.4|42.0|-37.9|-190.5|-161.0|-121.1|-78.0|-81.1|21.9|23.9|60.3|69.1|70.2|177.1|333.5
AARTIIND.NS,497.6,63.47,483.51,338.05,440.6,465.7,47.2,12.94,6.85,False,False,False,137.8|125.4|123.8|68.5|68.5|51.2|37.7|32.6|-12.6|-30.9|-53.1|-62.4|-115.7|-75.8|-84.6|-28.0|-33.4|-5.9|35.3|63.5
AUBANK.NS,1004.6,30.36,1002.45,682.15,948.0,953.4,47.27,5.97,5.37,False,False,False,44.7|43.4|44.1|12.2|23.7|52.5|82.5|29.4|-57.7|-95.3|-91.0|-130.1|-177.0|-158.9|-160.5|-144.0|-107.3|-23.5|22.7|30.4
J&KBANK.NS,143.72,121.21,135.32,97.35,126.12,135.6,47.63,13.95,5.99,False,False,False,54.9|36.7|67.7|115.1|118.9|207.1|189.8|114.6|-1.7|16.2|-8.7|-23.0|-101.1|-13.4|18.0|128.4|136.2|127.3|100.3|121.2
PNBHOUSING.NS,1079.0,144.45,1062.96,729.6,1027.5,1047.8,47.89,5.01,2.98,False,False,True,99.3|90.8|82.3|72.0|81.4|72.1|91.4|85.1|65.8|63.5|63.0|71.1|10.0|41.2|48.4|22.8|22.5|165.7|182.9|144.5
