ticker
AARTIIND
ABB
ABBOTINDIA
ABCAPITAL
ABFRL
ACC
ADANIENSOL
ADANIENT
ADANIGREEN
ADANIPORTS
ADANIPOWER
ALKEM
AMBUJACEM
ANGELONE
APLAPOLLO
APOLLOHOSP
APOLLOTYRE
ASHOKLEY
ASIANPAINT
ASTRAL
ATGL
AUBANK
AUROPHARMA
AXISBANK
BAJAJ-AUTO
BAJAJFINSV
BAJFINANCE
BALKRISIND
BANDHANBNK
BANKBARODA
BANKINDIA
BATAINDIA
BEL
BERGEPAINT
BHARATFORG
BHARTIARTL
BHEL
BIOCON
BOSCHLTD
BPCL
BRITANNIA
BSE
BSOFT
CAMS
CANBK
CANFINHOME
CDSL
CESC
CGPOWER
CHAMBLFERT
CHOLAFIN
CIPLA
COALINDIA
COFORGE
COLPAL
CONCOR
COROMANDEL
CROMPTON
CUB
CUMMINSIND
CYIENT
DABUR
DALBHARAT
DELHIVERY
DIVISLAB
DIXON
DLF
DMART
DRREDDY
EICHERMOT
ESCORTS
ETERNAL
EXIDEIND
FEDERALBNK
FORTIS
GAIL
GLENMARK
GMRAIRPORT
GNFC
GODREJCP
GODREJPROP
GRANULES
GRASIM
HAL
HAVELLS
HCLTECH
HDFCAMC
HDFCBANK
HDFCLIFE
HEROMOTOCO
HFCL
HINDALCO
HINDCOPPER
HINDPETRO
HINDUNILVR
HINDZINC
HUDCO
ICICIBANK
ICICIGI
ICICIPRULI
IDEA
IDFCFIRSTB
IEX
IGL
INDHOTEL
INDIANB
INDIGO
INDUSINDBK
INDUSTOWER
INFY
IOC
IRB
IRCTC
IREDA
IRFC
ITC
JINDALSTEL
JIOFIN
JKCEMENT
JSL
JSWENERGY
JSWSTEEL
JUBLFOOD
KALYANKJIL
KEI
KOTAKBANK
KPITTECH
LAURUSLABS
LICHSGFIN
LICI
LODHA
LT
LTF
LTIM
LTTS
LUPIN
M&M
MANAPPURAM
MARICO
MARUTI
MAXHEALTH
MAZDOCK
MCX
MFSL
MGL
MOTHERSON
MPHASIS
MRF
MUTHOOTFIN
NATIONALUM
NAUKRI
NBCC
NCC
NESTLEIND
NHPC
NMDC
NTPC
NYKAA
OBEROIRLTY
OFSS
OIL
ONGC
PAGEIND
PATANJALI
PAYTM
PEL
PERSISTENT
PETRONET
PFC
PIDILITIND
PIIND
PNB
PNBHOUSING
POLICYBZR
POLYCAB
POONAWALLA
POWERGRID
PPLPHARMA
PRESTIGE
RAMCOCEM
RBLBANK
RECLTD
RELIANCE
RVNL
SAIL
SBICARD
SBILIFE
SBIN
SHREECEM
SHRIRAMFIN
SIEMENS
SJVN
SONACOMS
SRF
SUNPHARMA
SUPREMEIND
SUZLON
SYNGENE
TATACHEM
TATACOMM
TATACONSUM
TATAELXSI
TATAMOTORS
TATAPOWER
TATASTEEL
TATATECH
TCS
TECHM
TIINDIA
TITAGARH
TITAN
TORNTPHARM
TORNTPOWER
TRENT
TVSMOTOR
ULTRACEMCO
UNIONBANK
UNITDSPR
UPL
VBL
VEDL
VOLTAS
WIPRO
YESBANK
ZYDUSLIFE
